"dispute_id","description","category"
"D1604","My card was used at a POS terminal when I was at home, miles away.","FRAUD"
"D1605","This is a suspicious international transaction that I did not authorize.","FRAUD"
"D1606","The merchant is known for credit card fraud, as I've now discovered online.","FRAUD"
"D1607","I believe my mail was stolen and my new credit card was activated and used by a thief.","FRAUD"
"D1608","This charge is for a very large amount from a store I've never shopped at.","FRAUD"
"D1609","I am reporting this as a fraudulent transaction. I was not even awake when it was made.","FRAUD"
"D1610","I was charged for a digital service from a pop-up ad I accidentally clicked.","FRAUD"
"D1611","My card was used to pay for someone else's utility bill.","FRAUD"
"D1612","This is a payment to a company that was shut down for fraudulent activities.","FRAUD"
"D1613","I was charged for a ""prize"" that required me to pay for shipping. Nothing arrived.","FRAUD"
"D1614","This transaction does not appear in my e-commerce order history. It's not mine.","FRAUD"
"D1615","I noticed this charge after connecting to an unsecured public Wi-Fi network.","FRAUD"
"D1616","This merchant has added an exorbitant tip to my bill without my authorization.","FRAUD"
"D1617","I am the victim of a fake lottery scam, and this is the payment I made.","FRAUD"
"D1618","This is a fraudulent charge for a subscription disguised as a one-time purchase.","FRAUD"
"D1619","I tried to get a loan from a fake company and they charged this 'processing fee'.","FRAUD"
"D1620","My card was charged, but the delivery was made to a different address and signed by a stranger.","FRAUD"
"D1621","This charge is from a duplicate of a popular website, designed to steal card info.","FRAUD"
"D1622","I am reporting this charge as I believe a family member used my card without consent.","FRAUD"
"D1623","This payment for a 'charity' turned out to be a complete scam.","FRAUD"
"D1624","I would like to report this suspicious activity on my account. I did not make this purchase.","FRAUD"
"D1625","I was charged for a product I returned, and now the merchant claims I sent back an empty box.","FRAUD"
"D1626","This charge is from a mobile payment made with a phone that is not mine.","FRAUD"
"D1627","I have security footage showing I was in a different location at the time of this transaction.","FRAUD"
"D1628","This is a fraudulent upgrade to a service that I never requested.","FRAUD"
"D1629","My card was used to buy multiple gift cards online, which I did not do.","FRAUD"
"D1630","The company charged me for a ""free"" trial that was impossible to cancel.","FRAUD"
"D1631","I am disputing this charge. I have reason to believe the merchant is a front for illegal activity.","FRAUD"
"D1632","This transaction was made using a virtual card number that I had already deleted.","FRAUD"
"D1633","The charge is for a ticket to an event that doesn't actually exist.","FRAUD"
"D1634","I've been double-charged for an item, and now I believe the merchant did it intentionally.","FRAUD"
"D1635","This is a fraudulent charge for a service that claims to improve my credit score.","FRAUD"
"D1636","I am reporting this unauthorized debit. My online banking credentials were stolen.","FRAUD"
"D1637","This payment was made through a payment link sent in a phishing text message.","FRAUD"
"D1638","The merchant's name is associated with numerous fraud reports on consumer forums.","FRAUD"
"D1639","This charge is from a company that promised a product but sent a cheap trinket instead.","FRAUD"
"D1640","I believe a dishonest employee at a call center stole my card details.","FRAUD"
"D1641","This is a fraudulent payment for a government service from a non-governmental website.","FRAUD"
"D1642","My card was used to fund an online wallet that does not belong to me.","FRAUD"
"D1643","I am disputing this charge. I never received the goods and the seller is no longer registered.","FRAUD"
"D1644","This transaction was made after my card should have been blocked.","FRAUD"
"D1645","I received an alert for this payment being made in a different currency and country.","FRAUD"
"D1646","This charge is for a high-risk investment that I did not authorize.","FRAUD"
"D1647","I was tricked into a ""bait and switch"" scam. This charge is the result.","FRAUD"
"D1648","This is an unauthorized corporate expense on my personal card.","FRAUD"
"D1649","The merchant charged me for a full year's subscription after I only authorized one month.","FRAUD"
"D1650","I am disputing this transaction as it was made by a person who stole my identity.","FRAUD"
"D1651","I was billed twice for a single month of my cloud storage subscription.","DUPLICATE_CHARGE"
"D1652","The website showed an error, so I resubmitted the payment, and was charged twice.","DUPLICATE_CHARGE"
"D1653","My auto-payment for the loan went through, and I also made a manual payment. Both were processed.","DUPLICATE_CHARGE"
"D1654","The cashier insisted the first payment was declined and swiped my card again. I was charged for both.","DUPLICATE_CHARGE"
"D1655","My monthly internet bill was debited two times on the same day.","DUPLICATE_CHARGE"
"D1656","The food delivery app charged me for my order, and then charged me again a minute later.","DUPLICATE_CHARGE"
"D1657","I have two identical charges from the pharmacy from my visit yesterday.","DUPLICATE_CHARGE"
"D1658","Please refund one of these charges; they are for the same purchase.","DUPLICATE_CHARGE"
"D1659","My gym membership fee was deducted twice this month.","DUPLICATE_CHARGE"
"D1660","The parking meter was faulty and it seems to have billed my card for two sessions.","DUPLICATE_CHARGE"
"D1661","A single online transaction has appeared twice on my credit card statement.","DUPLICATE_CHARGE"
"D1662","I have a charge for my order and another identical pending charge for the same order.","DUPLICATE_CHARGE"
"D1663","The app froze during the payment process, resulting in a duplicate billing.","DUPLICATE_CHARGE"
"D1664","I paid my rent once, but the property management portal has charged me twice.","DUPLICATE_CHARGE"
"D1665","This is a duplicate charge. Please reverse one of the two identical transactions.","DUPLICATE_CHARGE"
"D1666","My card was charged once at the pump, and then again inside the store for the same fuel.","DUPLICATE_CHARGE"
"D1667","I'm seeing a double debit for my mobile phone bill.","DUPLICATE_CHARGE"
"D1668","The booking website charged me, and the hotel also charged me for the same room.","DUPLICATE_CHARGE"
"D1669","The server timed out, so I tried again and now I have two charges for one item.","DUPLICATE_CHARGE"
"D1670","My electricity bill was paid by auto-debit, but I also paid it manually by mistake.","DUPLICATE_CHARGE"
"D1671","The NFC reader was acting up and I believe it charged me twice when I tapped my phone.","DUPLICATE_CHARGE"
"D1672","This is a clear duplicate transaction; the amount and merchant are the same, just seconds apart.","DUPLICATE_CHARGE"
"D1673","I was charged for my meal, and then a second, identical charge appeared an hour later.","DUPLICATE_CHARGE"
"D1674","My card was billed twice for one taxi ride. The app shows two completed trips.","DUPLICATE_CHARGE"
"D1675","The same EMI amount has been deducted twice from my account this month.","DUPLICATE_CHARGE"
"D1676","I have been double-charged for my annual software subscription.","DUPLICATE_CHARGE"
"D1677","The online store charged me for the item when I ordered it, and again when it shipped.","DUPLICATE_CHARGE"
"D1678","This is a duplicate charge. I only have one receipt for this amount.","DUPLICATE_CHARGE"
"D1679","My wife and I both paid the household gas bill, resulting in a double payment.","DUPLICATE_CHARGE"
"D1680","The vending machine glitched and took payment twice for one can of soda.","DUPLICATE_CHARGE"
"D1681","I see two identical charges from my recent visit to the coffee shop.","DUPLICATE_CHARGE"
"D1682","This is a duplicate billing error for my monthly insurance premium.","DUPLICATE_CHARGE"
"D1683","The charge for my online course was processed twice.","DUPLICATE_CHARGE"
"D1684","I have two debits for the same amount, from the same merchant, on the same date.","DUPLICATE_CHARGE"
"D1685","I paid the invoice online, but it seems a check I mailed earlier was also cashed.","DUPLICATE_CHARGE"
"D1686","The self-checkout kiosk froze and I had to scan everything again. Now I see two charges.","DUPLICATE_CHARGE"
"D1687","This is a duplicate charge. One payment was supposed to be voided.","DUPLICATE_CHARGE"
"D1688","I updated my card details and was charged on both the old card and the new one for the same service.","DUPLICATE_CHARGE"
"D1689","The toll booth charged my FASTag account twice for passing through one time.","DUPLICATE_CHARGE"
"D1690","I'm disputing one of these two identical charges from the same company.","DUPLICATE_CHARGE"
"D1691","My card was billed twice for a single purchase. Please investigate.","DUPLICATE_CHARGE"
"D1692","The ticket machine charged me twice for the same train journey.","DUPLICATE_CHARGE"
"D1693","I only authorized one payment, but my statement shows two debits.","DUPLICATE_CHARGE"
"D1694","The website had a glitch and my donation was processed twice.","DUPLICATE_CHARGE"
"D1695","The first transaction showed 'pending', so I made another. Now the first one is also posted.","DUPLICATE_CHARGE"
"D1696","A network error caused my mobile payment to be sent twice.","DUPLICATE_CHARGE"
"D1697","This is a repeat charge for a one-time service I already paid for.","DUPLICATE_CHARGE"
"D1698","I have two charges from the airline for the same seat upgrade.","DUPLICATE_CHARGE"
"D1699","The merchant processed my payment, and then processed it again by mistake.","DUPLICATE_CHARGE"
"D1700","I would like to dispute this second charge as it is a clear duplicate of the first.","DUPLICATE_CHARGE"
"D1701","My monthly streaming service was billed on the 10th and then again on the 12th.","DUPLICATE_CHARGE"
"D1702","I was charged for a product, and then charged the exact same amount for ""shipping"".","DUPLICATE_CHARGE"
"D1703","The pre-authorization for my hotel stay was charged as well as the final bill.","DUPLICATE_CHARGE"
"D1704","This charge is an exact copy of the one before it on my account activity.","DUPLICATE_CHARGE"
"D1705","I have been double-charged for my daughter's school tuition this semester.","DUPLICATE_CHARGE"
"D1706","My card was charged, and my linked digital wallet was also charged for the same purchase.","DUPLICATE_CHARGE"
"D1707","The merchant ran my card through two different machines, and both charged me.","DUPLICATE_CHARGE"
"D1708","This is a duplicate billing for a web hosting service.","DUPLICATE_CHARGE"
"D1709","I have two identical debits for one car wash.","DUPLICATE_CHARGE"
"D1710","The payment was taken twice. Please refund the duplicate amount.","DUPLICATE_CHARGE"
"D1711","My card was swiped twice in error at the restaurant.","DUPLICATE_CHARGE"
"D1712","I was billed twice for a single entry to the theme park.","DUPLICATE_CHARGE"
"D1713","The subscription renewal was processed twice, back-to-back.","DUPLICATE_CHARGE"
"D1714","I'm seeing double charges for my recent grocery shopping trip.","DUPLICATE_CHARGE"
"D1715","The company took my monthly payment, and then took it again a week later.","DUPLICATE_CHARGE"
"D1716","This is a duplicate transaction that needs to be reversed immediately.","DUPLICATE_CHARGE"
"D1717","The website crashed, but not before charging my card twice for the same concert tickets.","DUPLICATE_CHARGE"
"D1718","I have two charges for one order. This is a billing error.","DUPLICATE_CHARGE"
"D1719","My card was charged twice for a single fill-up at the gas station.","DUPLICATE_CHARGE"
"D1720","A payment error resulted in my being charged twice for one item.","DUPLICATE_CHARGE"
"D1721","I'm disputing this charge as it is a duplicate of a transaction I already paid.","DUPLICATE_CHARGE"
"D1722","The same amount was debited twice in a row from the same merchant.","DUPLICATE_CHARGE"
"D1723","My card was charged at the restaurant, and I also paid my friend who then paid the whole bill.","DUPLICATE_CHARGE"
"D1724","I'm seeing two charges from the same vendor with almost identical transaction IDs.","DUPLICATE_CHARGE"
"D1725","The system glitched and billed me for two annual subscriptions instead of one.","DUPLICATE_CHARGE"
"D1726","This charge is a duplicate. I only made one booking.","DUPLICATE_CHARGE"
"D1727","My automatic payment and a manual payment for the same invoice both went through.","DUPLICATE_CHARGE"
"D1728","The mobile app has charged me twice for a single in-app purchase.","DUPLICATE_CHARGE"
"D1729","I have been double-billed for this month's phone contract.","DUPLICATE_CHARGE"
"D1730","I only clicked 'confirm' once, but two payments were taken.","DUPLICATE_CHARGE"
"D1731","The first swipe failed, but it seems it actually went through along with the second one.","DUPLICATE_CHARGE"
"D1732","I was charged for my coffee, and then charged again for the same coffee.","DUPLICATE_CHARGE"
"D1733","This is a duplicate charge for a doctor's co-payment.","DUPLICATE_CHARGE"
"D1734","My rent was deducted twice. I need one of the payments returned.","DUPLICATE_CHARGE"
"D1735","The online checkout page reloaded and processed my order a second time.","DUPLICATE_CHARGE"
"D1736","I have two charges for the same amount, from the same merchant, with different timestamps.","DUPLICATE_CHARGE"
"D1737","I paid for one service but was billed for two.","DUPLICATE_CHARGE"
"D1738","The merchant's terminal was offline, they took an imprint, then charged me electronically as well.","DUPLICATE_CHARGE"
"D1739","This transaction appears twice on my statement. Please remove one.","DUPLICATE_CHARGE"
"D1740","My car was charged twice for a single wash.","DUPLICATE_CHARGE"
"D1741","I believe I was double-charged for my recent hotel stay.","DUPLICATE_CHARGE"
"D1742","A single visit to the vet has resulted in two identical charges.","DUPLICATE_CHARGE"
"D1743","The payment for my weekly vegetable box was taken twice.","DUPLICATE_CHARGE"
"D1744","I was charged for a yearly subscription, and then again for a monthly one.","DUPLICATE_CHARGE"
"D1745","This is a duplicate debit that needs to be credited back to my account.","DUPLICATE_CHARGE"
"D1746","The system duplicated my order and charged me for both.","DUPLICATE_CHARGE"
"D1747","I have been billed twice for the same software plugin.","DUPLICATE_CHARGE"
"D1748","The charge from the bar appears twice on my activity log.","DUPLICATE_CHARGE"
"D1749","A technical issue led to my card being charged twice for the same item.","DUPLICATE_CHARGE"
"D1750","Please investigate this duplicate billing. I only purchased one product.","DUPLICATE_CHARGE"
"D1751","The payment page displayed 'Transaction Failed', but the amount was debited from my account.","FAILED_TRANSACTION"
"D1752","I received a debit alert from my bank, but the merchant said the payment was declined.","FAILED_TRANSACTION"
"D1753","My UPI transfer failed due to a network error, but the money has not been credited back.","FAILED_TRANSACTION"
"D1754","The transaction timed out, but a charge for the attempted payment is on my statement.","FAILED_TRANSACTION"
"D1755","The POS terminal printed a 'Cancelled' slip, yet my account shows a successful debit.","FAILED_TRANSACTION"
"D1756","My account was charged, but the bill I was trying to pay is still showing as outstanding.","FAILED_TRANSACTION"
"D1757","The ATM did not dispense any cash, but the withdrawal amount was deducted from my balance.","FAILED_TRANSACTION"
"D1758","My online booking was not confirmed due to a system error, but my card was charged.","FAILED_TRANSACTION"
"D1759","I got an error message during checkout, but the funds were still taken from my account.","FAILED_TRANSACTION"
"D1760","This transaction is marked as 'failed' in my app history, but the amount has not been returned.","FAILED_TRANSACTION"
"D1761","The payment was unsuccessful. Please refund the amount that was debited from my account.","FAILED_TRANSACTION"
"D1762","My mobile recharge failed, but the money for it was deducted.","FAILED_TRANSACTION"
"D1763","The money was taken, but the merchant has no record of the transaction.","FAILED_TRANSACTION"
"D1764","This payment is stuck in 'pending' and the beneficiary has not received it. It should be reversed.","FAILED_TRANSACTION"
"D1765","My NEFT transfer was rejected by the beneficiary bank, but the funds are not back in my account.","FAILED_TRANSACTION"
"D1766","The app crashed in the middle of the payment, but I was charged for the incomplete transaction.","FAILED_TRANSACTION"
"D1767","I have been debited for a transaction that never completed. Please investigate and refund.","FAILED_TRANSACTION"
"D1768","The payment gateway failed, but my card was charged.","FAILED_TRANSACTION"
"D1769","This charge is for an order that did not go through. The shopping cart is still full.","FAILED_TRANSACTION"
"D1770","My IMPS transaction failed but the amount has not been reversed yet.","FAILED_TRANSACTION"
"D1771","I was charged, but the service I paid for was not activated.","FAILED_TRANSACTION"
"D1772","The merchant's machine was offline, he said it wouldn't charge, but it did.","FAILED_TRANSACTION"
"D1773","My funds were debited, but the transfer did not go through to the recipient.","FAILED_TRANSACTION"
"D1774","The transaction for my insurance premium failed, but the debit is showing on my statement.","FAILED_TRANSACTION"
"D1775","My attempt to add money to my wallet failed, but the amount was taken from my bank.","FAILED_TRANSACTION"
"D1776","This transfer is lost; it left my account but never reached the other side.","FAILED_TRANSACTION"
"D1777","The QR code payment was unsuccessful, but I received an SMS alert for the debit.","FAILED_TRANSACTION"
"D1778","The movie tickets were not booked, but the transaction amount was deducted.","FAILED_TRANSACTION"
"D1779","This charge corresponds to an unsuccessful attempt to pay my credit card bill.","FAILED_TRANSACTION"
"D1780","I have a debit on my account but no confirmation or product for the purchase.","FAILED_TRANSACTION"
"D1781","The payment was not processed successfully, but my account balance has been reduced.","FAILED_TRANSACTION"
"D1782","My card payment was declined, but a hold for the amount was placed and is now posted.","FAILED_TRANSACTION"
"D1783","I was charged for a failed fund transfer. The money needs to be returned.","FAILED_TRANSACTION"
"D1784","The online form submission failed after payment. The fee was taken but the form wasn't submitted.","FAILED_TRANSACTION"
"D1785","The recipient's account details were invalid, the transaction should have been declined, but I was charged.","FAILED_TRANSACTION"
"D1786","This debit is for a payment that was rejected by the merchant's payment gateway.","FAILED_TRANSACTION"
"D1787","My account was charged, but the e-commerce order was automatically cancelled.","FAILED_TRANSACTION"
"D1788","The transaction was aborted, but the charge went through.","FAILED_TRANSACTION"
"D1789","My bank shows the payment was successful, the merchant shows it failed. The money is gone.","FAILED_TRANSACTION"
"D1790","This transaction status is 'error', but the amount has been taken from my card.","FAILED_TRANSACTION"
"D1791","I was debited for a transaction that timed out on the confirmation page.","FAILED_TRANSACTION"
"D1792","The money for this payment has been deducted, but the service is still inactive.","FAILED_TRANSACTION"
"D1793","This charge is for a booking that was not made due to a technical glitch.","FAILED_TRANSACTION"
"D1794","The money left my account, but the beneficiary did not receive it. The transaction failed.","FAILED_TRANSACTION"
"D1795","My FASTag was debited but the toll barrier did not open, transaction was unsuccessful.","FAILED_TRANSACTION"
"D1796","I'm disputing a charge for a transaction that the merchant has confirmed as failed.","FAILED_TRANSACTION"
"D1797","The investment was not processed, but the funds for it were taken from my account.","FAILED_TRANSACTION"
"D1798","I was charged, but the digital gift card was never delivered.","FAILED_TRANSACTION"
"D1799","The transaction shows 'reversed' but the money is not back in my available balance.","FAILED_TRANSACTION"
"D1800","My account was debited for a transaction that exceeded my daily limit and should have failed.","FAILED_TRANSACTION"
"D1801","I am disputing a debit for an unsuccessful online payment.","FAILED_TRANSACTION"
"D1802","The website went down during my payment, but the charge was processed.","FAILED_TRANSACTION"
"D1803","This is a debit for a transaction that was not completed. Please credit my account.","FAILED_TRANSACTION"
"D1804","The terminal had a communication error, but my card was still billed.","FAILED_TRANSACTION"
"D1805","My transfer to an incorrect VPA should have failed, but the money was deducted and not returned.","FAILED_TRANSACTION"
"D1806","The money has been taken, but the corresponding trade on the platform was not executed.","FAILED_TRANSACTION"
"D1807","This is a charge for a failed attempt to purchase something online.","FAILED_TRANSACTION"
"D1808","My account was debited, but the order confirmation was never received.","FAILED_TRANSACTION"
"D1809","The payment seems to be stuck in limbo. It was debited but never credited to the merchant.","FAILED_TRANSACTION"
"D1810","I was charged for this payment but the merchant cancelled the transaction.","FAILED_TRANSACTION"
"D1811","The funds have been taken but the bill is still marked as 'Payment Due'.","FAILED_TRANSACTION"
"D1812","This debit is for a transaction that did not succeed. Please arrange a refund.","FAILED_TRANSACTION"
"D1813","The merchant's system crashed, and my payment was taken for an order that was lost.","FAILED_TRANSACTION"
"D1814","My card was charged, but the merchant asked me to pay again because it ""didn't go through"".","FAILED_TRANSACTION"
"D1815","This amount was debited from my account but the recipient's account is closed and did not receive it.","FAILED_TRANSACTION"
"D1816","The transfer has been 'processing' for 4 days, which means it has failed.","FAILED_TRANSACTION"
"D1817","The payment was declined due to a security check, but I was still charged.","FAILED_TRANSACTION"
"D1818","This transaction failed but the amount is being held as a pre-authorization.","FAILED_TRANSACTION"
"D1819","I have a debit on my account for an order that was cancelled due to a stock error.","FAILED_TRANSACTION"
"D1820","The machine did not dispense the item, but I was charged for the failed vend.","FAILED_TRANSACTION"
"D1821","My account was charged but the subscription service failed to activate.","FAILED_TRANSACTION"
"D1822","I am missing money from my account for a payment that I was told had failed.","FAILED_TRANSACTION"
"D1823","The connection was lost, my payment failed, but the charge is on my statement.","FAILED_TRANSACTION"
"D1824","This charge needs to be reversed as the service was not rendered due to a system failure.","FAILED_TRANSACTION"
"D1825","The flight booking process failed at the last step, but my card has been debited.","FAILED_TRANSACTION"
"D1826","I was debited but the merchant's transaction ID was not generated for this payment.","FAILED_TRANSACTION"
"D1827","My payment was not successful, but the amount is no longer in my account.","FAILED_TRANSACTION"
"D1828","The recipient's bank account is inactive. The payment failed but was not refunded.","FAILED_TRANSACTION"
"D1829","The money was debited but the associated loan application was rejected.","FAILED_TRANSACTION"
"D1830","This transaction was supposed to have been voided but it was charged to my account.","FAILED_TRANSACTION"
"D1831","My account was charged but the item I was buying is still in the online shopping cart.","FAILED_TRANSACTION"
"D1832","The payment was unsuccessful. I require a reversal of the debited amount.","FAILED_TRANSACTION"
"D1833","This charge is from a failed attempt to pay a government fee online.","FAILED_TRANSACTION"
"D1834","My balance was deducted but the transfer is not showing for the beneficiary.","FAILED_TRANSACTION"
"D1835","I entered the wrong PIN, the transaction failed, but the debit appears.","FAILED_TRANSACTION"
"D1836","The charge is for a hotel booking that was not completed.","FAILED_TRANSACTION"
"D1837","I have been debited for a transaction that was flagged for review and then disappeared.","FAILED_TRANSACTION"
"D1838","The order was not placed due to a website error, but the payment was taken.","FAILED_TRANSACTION"
"D1839","The transaction shows 'rejected' but the money has not come back to my account.","FAILED_TRANSACTION"
"D1840","I'm disputing a debit where the credit to the intended recipient failed.","FAILED_TRANSACTION"
"D1841","My card was charged, but the order confirmation email stated the order had failed.","FAILED_TRANSACTION"
"D1842","The system took my payment but did not generate the ticket for my journey.","FAILED_TRANSACTION"
"D1843","This transaction failed, but my account has been charged. Please credit it back.","FAILED_TRANSACTION"
"D1844","I was told the payment didn't work, but it is listed on my bank statement.","FAILED_TRANSACTION"
"D1845","This charge is for an item that went out of stock during my checkout process.","FAILED_TRANSACTION"
"D1846","The payment has been taken, but the merchant's system shows my invoice as unpaid.","FAILED_TRANSACTION"
"D1847","My transaction was not completed, but the amount has been held from my available balance.","FAILED_TRANSACTION"
"D1848","The money was taken but the online service subscription did not activate.","FAILED_TRANSACTION"
"D1849","This debit should have been refunded automatically after the transaction was declined.","FAILED_TRANSACTION"
"D1850","The final step of the payment process failed, but the debit was processed successfully.","FAILED_TRANSACTION"
"D1851","I returned the product two weeks ago and I am still waiting for my refund.","REFUND_PENDING"
"D1852","The merchant cancelled my order due to a stock issue, but the refund has not been processed.","REFUND_PENDING"
"D1853","I was promised a refund for the terrible service, but I haven't received it yet.","REFUND_PENDING"
"D1854","The flight was cancelled by the airline, and I am still chasing them for the refund.","REFUND_PENDING"
"D1855","My return was delivered back to their warehouse 10 days ago. Where is my money?","REFUND_PENDING"
"D1856","The event was cancelled. The organizers said refunds would be processed, but I'm still waiting.","REFUND_PENDING"
"D1857","I have an email from the company confirming my refund was approved, but the money is not in my account.","REFUND_PENDING"
"D1858","This charge was for a security deposit that was supposed to be returned after the rental period.","REFUND_PENDING"
"D1859","I am following up on a pending refund for a duplicate charge I reported last month.","REFUND_PENDING"
"D1860","The seller acknowledged the return, but the credit has not appeared on my statement.","REFUND_PENDING"
"D1861","It has been over 30 days and I'm still waiting for the refund on my returned item.","REFUND_PENDING"
"D1862","I cancelled the subscription within the trial period, but was charged. I'm waiting for the reversal.","REFUND_PENDING"
"D1863","The product was defective, so I sent it back. The refund is still pending.","REFUND_PENDING"
"D1864","The hotel overcharged me and the manager promised to refund the difference. Still nothing.","REFUND_PENDING"
"D1865","My order was undeliverable and returned to the sender. I'm awaiting the credit.","REFUND_PENDING"
"D1866","The concert was rescheduled, and I opted for a refund. It has not been processed.","REFUND_PENDING"
"D1867","I'm disputing this charge as the merchant is not processing the refund for a returned item.","REFUND_PENDING"
"D1868","The refund status in my order history has been 'processing' for three weeks.","REFUND_PENDING"
"D1869","I was told the refund would take 5-7 business days. It's now been 15.","REFUND_PENDING"
"D1870","This charge is for a cancelled booking. The refund is long overdue.","REFUND_PENDING"
"D1871","The item was not as described, so I returned it. I'm still waiting to be reimbursed.","REFUND_PENDING"
"D1872","The company went out of business and I'm waiting for a refund on an unfulfilled order.","REFUND_PENDING"
"D1873","The credit for the part of my order that was out of stock has not been issued.","REFUND_PENDING"
"D1874","My return tracking number confirms delivery. Why hasn't the refund been initiated?","REFUND_PENDING"
"D1875","I'm yet to receive the refund for the faulty appliance I sent back.","REFUND_PENDING"
"D1876","The tour was cancelled by the operator. I am still waiting for them to return my money.","REFUND_PENDING"
"D1877","I have a credit note, but I requested a refund to my card, which is still pending.","REFUND_PENDING"
"D1878","The seller has stopped responding since I asked for the refund they promised.","REFUND_PENDING"
"D1879","This charge should have been reversed automatically after the service was cancelled.","REFUND_PENDING"
"D1880","Awaiting reimbursement for a charge that was made in error by the merchant.","REFUND_PENDING"
"D1881","The refund for my returned clothes is taking much longer than advertised.","REFUND_PENDING"
"D1882","I cancelled the order within the allowed timeframe. I am waiting for the charge to be reversed.","REFUND_PENDING"
"D1883","The service did not meet expectations and I was offered a refund, which I have not received.","REFUND_PENDING"
"D1884","My deposit for the apartment has not been returned after I moved out.","REFUND_PENDING"
"D1885","The company is giving me the runaround regarding my pending refund.","REFUND_PENDING"
"D1886","I was charged for a renewed subscription after I had cancelled it. I'm awaiting the credit.","REFUND_PENDING"
"D1887","The item was damaged in shipping and sent back. Still no refund.","REFUND_PENDING"
"D1888","The store processed my return and said the money would be back on my card. It is not.","REFUND_PENDING"
"D1889","This is a follow-up on an overdue refund for a cancelled pre-order.","REFUND_PENDING"
"D1890","The merchant agrees that I am owed a refund but says they are having system issues.","REFUND_PENDING"
"D1891","The refund for the wrong item delivered is still pending.","REFUND_PENDING"
"D1892","I refused the delivery as I had already cancelled the item. The charge has not been reversed.","REFUND_PENDING"
"D1893","I'm waiting for the pro-rata refund on my cancelled annual membership.","REFUND_PENDING"
"D1894","The hotel charged a security deposit that has not been credited back to me post-stay.","REFUND_PENDING"
"D1895","I have been patiently waiting for a refund for a returned gift for over a month.","REFUND_PENDING"
"D1896","This charge relates to an item that was recalled. I returned it and am awaiting payment.","REFUND_PENDING"
"D1897","The merchant has not honored their money-back guarantee.","REFUND_PENDING"
"D1898","My money for a cancelled grocery order has been held for too long.","REFUND_PENDING"
"D1899","I am still waiting for the credit promised to me as a goodwill gesture.","REFUND_PENDING"
"D1900","The partial refund for the service outage has not been applied to my account.","REFUND_PENDING"
"D1901","I returned the rental car with a full tank, but the fuel deposit has not been returned.","REFUND_PENDING"
"D1902","This charge was for a failed transaction and the amount has not been released back to me.","REFUND_PENDING"
"D1903","The seller confirmed receipt of my return. I am still waiting for the money.","REFUND_PENDING"
"D1904","My account was supposed to be credited after I won a dispute with the merchant.","REFUND_PENDING"
"D1905","The promised refund for the price adjustment has not come through.","REFUND_PENDING"
"D1906","I'm still chasing a refund for a trip that was cancelled due to travel restrictions.","REFUND_PENDING"
"D1907","The credit for the unused portion of my subscription is still pending.","REFUND_PENDING"
"D1908","I was told the charge was voided, but it has posted to my account and not been reversed.","REFUND_PENDING"
"D1909","This dispute is for a refund that has been promised but not delivered.","REFUND_PENDING"
"D1910","The equipment was returned on time. The company has not refunded my security deposit.","REFUND_PENDING"
"D1911","The course I enrolled in was cancelled. The course fee has not been refunded.","REFUND_PENDING"
"D1912","I have an RMA number for the return, but the refund is not processed.","REFUND_PENDING"
"D1913","I am yet to receive the refund for the tickets to the cancelled show.","REFUND_PENDING"
"D1914","The overcharged amount on my invoice has not been credited back to me yet.","REFUND_PENDING"
"D1915","The company's insolvency agent confirmed I was on the list for refunds. Still nothing.","REFUND_PENDING"
"D1916","I'm writing again to inquire about my long-pending refund.","REFUND_PENDING"
"D1917","The automatic refund for my cancelled order has not been triggered.","REFUND_PENDING"
"D1918","The seller has received the item I sent back, but is now ignoring my messages about the refund.","REFUND_PENDING"
"D1919","The chargeback was closed as I was told the merchant would refund me directly. They have not.","REFUND_PENDING"
"D1920","I am still waiting for the refund for the incorrect item that I returned.","REFUND_PENDING"
"D1921","My refund is taking significantly longer than the 3-5 days mentioned in their policy.","REFUND_PENDING"
"D1922","I cancelled my service and am expecting a final refund for the unused days.","REFUND_PENDING"
"D1923","The credit for the returned shoes has not been applied to my account.","REFUND_PENDING"
"D1924","The pre-authorization hold for a cancelled rental has not been released.","REFUND_PENDING"
"D1925","I'm still waiting for the money back on a returned Christmas present.","REFUND_PENDING"
"D1926","The tour did not go ahead. The operator needs to return my payment.","REFUND_PENDING"
"D1927","This charge was for an item that arrived broken and was sent back. Still waiting for my money.","REFUND_PENDING"
"D1928","I was told by customer service that my refund was processed last week, but it's not here.","REFUND_PENDING"
"D1929","The company has agreed to refund me, but has not done so yet.","REFUND_PENDING"
"D1930","The item did not match the description. I returned it and am expecting a full refund.","REFUND_PENDING"
"D1931","I am still waiting for the refund from a purchase I made with a company that is now bankrupt.","REFUND_PENDING"
"D1932","The refund for the double charge has not been credited to my account.","REFUND_PENDING"
"D1933","My order was lost in transit and I was promised a refund, which is still pending.","REFUND_PENDING"
"D1934","I returned the item in-store. The refund to my card has not been processed.","REFUND_PENDING"
"D1935","The credit for the cancelled portion of my order has not come through.","REFUND_PENDING"
"D1936","The contractor did not finish the job and agreed to a partial refund. I'm still waiting.","REFUND_PENDING"
"D1937","I have an email conversation where the merchant agrees to the refund. It's been a month.","REFUND_PENDING"
"D1938","I am still awaiting reimbursement for the cancelled magazine subscription.","REFUND_PENDING"
"D1939","The fee for the workshop that was cancelled should have been returned by now.","REFUND_PENDING"
"D1940","This charge should have been reversed. I am still waiting for the credit.","REFUND_PENDING"
